ID,Gene Name,Species,REACTOME_PATHWAY
ENSG00000157087,ATPase plasma membrane Ca2+ transporting 2(ATP2B2),Homo sapiens,"R-HSA-418359:R-HSA-418359,R-HSA-5578775:R-HSA-5578775,R-HSA-936837:R-HSA-936837,"
ENSG00000175054,ATR serine/threonine kinase(ATR),Homo sapiens,"R-HSA-1221632:R-HSA-1221632,R-HSA-176187:R-HSA-176187,R-HSA-3371453:R-HSA-3371453,R-HSA-5685938:R-HSA-5685938,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-6783310:R-HSA-6783310,R-HSA-69473:R-HSA-69473,"
ENSG00000157764,"B-Raf proto-oncogene, serine/threonine kinase(BRAF)",Homo sapiens,"R-HSA-1295596:R-HSA-1295596,R-HSA-170968:R-HSA-170968,R-HSA-170984:R-HSA-170984,R-HSA-187706:R-HSA-187706,R-HSA-442742:R-HSA-442742,R-HSA-5673000:R-HSA-5673000,R-HSA-5674135:R-HSA-5674135,R-HSA-5674499:R-HSA-5674499,R-HSA-5675221:R-HSA-5675221,"
ENSG00000050820,"BCAR1, Cas family scaffolding protein(BCAR1)",Homo sapiens,"R-HSA-186763:R-HSA-186763,R-HSA-372708:R-HSA-372708,R-HSA-4420097:R-HSA-4420097,"
ENSG00000112208,BCL2 associated athanogene 2(BAG2),Homo sapiens,"R-HSA-3371453:R-HSA-3371453,"
ENSG00000153094,BCL2 like 11(BCL2L11),Homo sapiens,"R-HSA-111446:R-HSA-111446,R-HSA-111453:R-HSA-111453,R-HSA-193648:R-HSA-193648,"
ENSG00000171791,"BCL2, apoptosis regulator(BCL2)",Homo sapiens,"R-HSA-111447:R-HSA-111447,R-HSA-111453:R-HSA-111453,R-HSA-844455:R-HSA-844455,"
ENSG00000136573,"BLK proto-oncogene, Src family tyrosine kinase(BLK)",Homo sapiens,"R-HSA-983695:R-HSA-983695,"
ENSG00000010671,Bruton tyrosine kinase(BTK),Homo sapiens,"R-HSA-1236974:R-HSA-1236974,R-HSA-166058:R-HSA-166058,R-HSA-2029482:R-HSA-2029482,R-HSA-2424491:R-HSA-2424491,R-HSA-2871809:R-HSA-2871809,R-HSA-5602498:R-HSA-5602498,R-HSA-5603041:R-HSA-5603041,R-HSA-5663213:R-HSA-5663213,R-HSA-983695:R-HSA-983695,"
ENSG00000108702,C-C motif chemokine ligand 1(CCL1),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000163823,C-C motif chemokine receptor 1(CCR1),Homo sapiens,"R-HSA-380108:R-HSA-380108,R-HSA-418594:R-HSA-418594,"
ENSG00000121797,C-C motif chemokine receptor like 2(CCRL2),Homo sapiens,"R-HSA-380108:R-HSA-380108,"
ENSG00000175029,C-terminal binding protein 2(CTBP2),Homo sapiens,"R-HSA-4641265:R-HSA-4641265,R-HSA-5339700:R-HSA-5339700,"
ENSG00000198178,C-type lectin domain family 4 member C(CLEC4C),Homo sapiens,"R-HSA-5621480:R-HSA-5621480,"
ENSG00000130779,CAP-Gly domain containing linker protein 1(CLIP1),Homo sapiens,"R-HSA-2467813:R-HSA-2467813,R-HSA-2500257:R-HSA-2500257,R-HSA-5626467:R-HSA-5626467,R-HSA-5663220:R-HSA-5663220,R-HSA-68877:R-HSA-68877,"
ENSG00000125107,CCR4-NOT transcription complex subunit 1(CNOT1),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000111596,CCR4-NOT transcription complex subunit 2(CNOT2),Homo sapiens,"R-HSA-429947:R-HSA-429947,"
ENSG00000170458,CD14 molecule(CD14),Homo sapiens,"R-HSA-1236974:R-HSA-1236974,R-HSA-140534:R-HSA-140534,R-HSA-166016:R-HSA-166016,R-HSA-166020:R-HSA-166020,R-HSA-166058:R-HSA-166058,R-HSA-166166:R-HSA-166166,R-HSA-168179:R-HSA-168179,R-HSA-168188:R-HSA-168188,R-HSA-2562578:R-HSA-2562578,R-HSA-5602498:R-HSA-5602498,R-HSA-5603041:R-HSA-5603041,R-HSA-936964:R-HSA-936964,R-HSA-937041:R-HSA-937041,R-HSA-937072:R-HSA-937072,"
ENSG00000117877,CD3e molecule associated protein(CD3EAP),Homo sapiens,"R-HSA-427413:R-HSA-427413,R-HSA-5250924:R-HSA-5250924,R-HSA-73762:R-HSA-73762,R-HSA-73772:R-HSA-73772,R-HSA-73777:R-HSA-73777,R-HSA-73863:R-HSA-73863,"
ENSG00000198851,CD3e molecule(CD3E),Homo sapiens,"R-HSA-198933:R-HSA-198933,R-HSA-202424:R-HSA-202424,R-HSA-202427:R-HSA-202427,R-HSA-202430:R-HSA-202430,R-HSA-202433:R-HSA-202433,R-HSA-389948:R-HSA-389948,"
ENSG00000137101,CD72 molecule(CD72),Homo sapiens,"R-HSA-416700:R-HSA-416700,"
ENSG00000105369,CD79a molecule(CD79A),Homo sapiens,"R-HSA-5690714:R-HSA-5690714,R-HSA-983695:R-HSA-983695,"
ENSG00000099942,"CRK like proto-oncogene, adaptor protein(CRKL)",Homo sapiens,"R-HSA-170968:R-HSA-170968,R-HSA-186763:R-HSA-186763,R-HSA-912631:R-HSA-912631,"
ENSG00000154832,CXXC finger protein 1(CXXC1),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000083799,CYLD lysine 63 deubiquitinase(CYLD),Homo sapiens,"R-HSA-168638:R-HSA-168638,R-HSA-5357786:R-HSA-5357786,R-HSA-5357905:R-HSA-5357905,R-HSA-5357956:R-HSA-5357956,R-HSA-936440:R-HSA-936440,"
ENSG00000131089,Cdc42 guanine nucleotide exchange factor 9(ARHGEF9),Homo sapiens,"R-HSA-112314:R-HSA-112314,R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,R-HSA-975298:R-HSA-975298,R-HSA-977441:R-HSA-977441,"
ENSG00000153071,"DAB2, clathrin adaptor protein(DAB2)",Homo sapiens,"R-HSA-190873:R-HSA-190873,R-HSA-196025:R-HSA-196025,"
ENSG00000085788,DDHD domain containing 2(DDHD2),Homo sapiens,"R-HSA-1483166:R-HSA-1483166,"
ENSG00000064703,DEAD-box helicase 20(DDX20),Homo sapiens,"R-HSA-191859:R-HSA-191859,"
ENSG00000152670,DEAD-box helicase 4(DDX4),Homo sapiens,"R-HSA-5601884:R-HSA-5601884,"
ENSG00000013573,DEAD/H-box helicase 11(DDX11),Homo sapiens,"R-HSA-381038:R-HSA-381038,"
ENSG00000164741,DLC1 Rho GTPase activating protein(DLC1),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000077514,"DNA polymerase delta 3, accessory subunit(POLD3)",Homo sapiens,"R-HSA-110314:R-HSA-110314,R-HSA-174411:R-HSA-174411,R-HSA-174414:R-HSA-174414,R-HSA-174417:R-HSA-174417,R-HSA-174437:R-HSA-174437,R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,R-HSA-5651801:R-HSA-5651801,R-HSA-5656169:R-HSA-5656169,R-HSA-5685942:R-HSA-5685942,R-HSA-5696397:R-HSA-5696397,R-HSA-5696400:R-HSA-5696400,R-HSA-6782135:R-HSA-6782135,R-HSA-6782210:R-HSA-6782210,R-HSA-69091:R-HSA-69091,R-HSA-69166:R-HSA-69166,R-HSA-69183:R-HSA-69183,"
ENSG00000203965,EF-hand calcium binding domain 7(EFCAB7),Homo sapiens,"R-HSA-5635838:R-HSA-5635838,"
ENSG00000183317,EPH receptor A10(EPHA10),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928663:R-HSA-3928663,R-HSA-3928665:R-HSA-3928665,"
ENSG00000196411,EPH receptor B4(EPHB4),Homo sapiens,"R-HSA-2682334:R-HSA-2682334,R-HSA-3928662:R-HSA-3928662,R-HSA-3928664:R-HSA-3928664,R-HSA-3928665:R-HSA-3928665,"
ENSG00000105722,ETS2 repressor factor(ERF),Homo sapiens,"R-HSA-2559585:R-HSA-2559585,"
ENSG00000158161,EYA transcriptional coactivator and phosphatase 3(EYA3),Homo sapiens,"R-HSA-5693565:R-HSA-5693565,"
ENSG00000151876,F-box protein 4(FBXO4),Homo sapiens,"R-HSA-390471:R-HSA-390471,R-HSA-983168:R-HSA-983168,"
ENSG00000112367,FIG4 phosphoinositide 5-phosphatase(FIG4),Homo sapiens,"R-HSA-1660514:R-HSA-1660514,R-HSA-1660516:R-HSA-1660516,R-HSA-1660517:R-HSA-1660517,"
ENSG00000102302,"FYVE, RhoGEF and PH domain containing 1(FGD1)",Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,"
ENSG00000127084,"FYVE, RhoGEF and PH domain containing 3(FGD3)",Homo sapiens,"R-HSA-193648:R-HSA-193648,R-HSA-194840:R-HSA-194840,R-HSA-416482:R-HSA-416482,"
ENSG00000144554,Fanconi anemia complementation group D2(FANCD2),Homo sapiens,"R-HSA-6783310:R-HSA-6783310,"
ENSG00000179639,Fc fragment of IgE receptor Ia(FCER1A),Homo sapiens,"R-HSA-2454202:R-HSA-2454202,R-HSA-2730905:R-HSA-2730905,R-HSA-2871796:R-HSA-2871796,R-HSA-2871809:R-HSA-2871809,R-HSA-2871837:R-HSA-2871837,"
ENSG00000141404,G protein subunit alpha L(GNAL),Homo sapiens,"R-HSA-170660:R-HSA-170660,R-HSA-170670:R-HSA-170670,R-HSA-381753:R-HSA-381753,"
ENSG00000214415,G protein subunit alpha transducin 3(GNAT3),Homo sapiens,"R-HSA-112043:R-HSA-112043,R-HSA-170670:R-HSA-170670,R-HSA-202040:R-HSA-202040,R-HSA-381771:R-HSA-381771,R-HSA-392170:R-HSA-392170,R-HSA-418555:R-HSA-418555,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,"
ENSG00000127588,G protein subunit gamma 13(GNG13),Homo sapiens,"R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-381771:R-HSA-381771,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,"
ENSG00000186469,G protein subunit gamma 2(GNG2),Homo sapiens,"R-HSA-1296041:R-HSA-1296041,R-HSA-163359:R-HSA-163359,R-HSA-202040:R-HSA-202040,R-HSA-381676:R-HSA-381676,R-HSA-392170:R-HSA-392170,R-HSA-392451:R-HSA-392451,R-HSA-392851:R-HSA-392851,R-HSA-400042:R-HSA-400042,R-HSA-4086398:R-HSA-4086398,R-HSA-416476:R-HSA-416476,R-HSA-416482:R-HSA-416482,R-HSA-418217:R-HSA-418217,R-HSA-418555:R-HSA-418555,R-HSA-418592:R-HSA-418592,R-HSA-418594:R-HSA-418594,R-HSA-418597:R-HSA-418597,R-HSA-420092:R-HSA-420092,R-HSA-428930:R-HSA-428930,R-HSA-432040:R-HSA-432040,R-HSA-456926:R-HSA-456926,R-HSA-500657:R-HSA-500657,R-HSA-997272:R-HSA-997272,"
ENSG00000101850,G protein-coupled receptor 143(GPR143),Homo sapiens,"R-HSA-375280:R-HSA-375280,"
ENSG00000135898,G protein-coupled receptor 55(GPR55),Homo sapiens,"R-HSA-373076:R-HSA-373076,R-HSA-418594:R-HSA-418594,"
ENSG00000057608,GDP dissociation inhibitor 2(GDI2),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000089639,GEM interacting protein(GMIP),Homo sapiens,"R-HSA-194840:R-HSA-194840,"
ENSG00000111087,GLI family zinc finger 1(GLI1),Homo sapiens,"R-HSA-5610780:R-HSA-5610780,R-HSA-5610787:R-HSA-5610787,R-HSA-5632684:R-HSA-5632684,R-HSA-5635851:R-HSA-5635851,"
ENSG00000164284,"GrpE like 2, mitochondrial(GRPEL2)",Homo sapiens,"R-HSA-1268020:R-HSA-1268020,"
ENSG00000101336,"HCK proto-oncogene, Src family tyrosine kinase(HCK)",Homo sapiens,"R-HSA-164944:R-HSA-164944,R-HSA-2029481:R-HSA-2029481,R-HSA-912631:R-HSA-912631,"
ENSG00000085382,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1(HACE1),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000162639,HEN1 methyltransferase homolog 1(HENMT1),Homo sapiens,"R-HSA-5601884:R-HSA-5601884,"
ENSG00000275410,HNF1 homeobox B(HNF1B),Homo sapiens,"R-HSA-210744:R-HSA-210744,R-HSA-210747:R-HSA-210747,"
ENSG00000133328,HRAS like suppressor 2(HRASLS2),Homo sapiens,"R-HSA-1482839:R-HSA-1482839,"
ENSG00000136273,HUS1 checkpoint clamp component(HUS1),Homo sapiens,"R-HSA-176187:R-HSA-176187,R-HSA-5685938:R-HSA-5685938,R-HSA-5693607:R-HSA-5693607,R-HSA-5693616:R-HSA-5693616,R-HSA-69473:R-HSA-69473,"
ENSG00000205442,IZUMO family member 3(IZUMO3),Homo sapiens,"R-HSA-1300652:R-HSA-1300652,"
ENSG00000177606,"Jun proto-oncogene, AP-1 transcription factor subunit(JUN)",Homo sapiens,"R-HSA-1912408:R-HSA-1912408,R-HSA-2559580:R-HSA-2559580,R-HSA-2559582:R-HSA-2559582,R-HSA-2871796:R-HSA-2871796,R-HSA-450341:R-HSA-450341,R-HSA-5617472:R-HSA-5617472,R-HSA-5687128:R-HSA-5687128,"
ENSG00000105438,KDEL endoplasmic reticulum protein retention receptor 1(KDELR1),Homo sapiens,"R-HSA-6807878:R-HSA-6807878,"
ENSG00000049130,KIT ligand(KITLG),Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-1433557:R-HSA-1433557,R-HSA-1433559:R-HSA-1433559,R-HSA-2219530:R-HSA-2219530,R-HSA-5673001:R-HSA-5673001,"
ENSG00000133703,"KRAS proto-oncogene, GTPase(KRAS)",Homo sapiens,"R-HSA-112412:R-HSA-112412,R-HSA-1169092:R-HSA-1169092,R-HSA-1236382:R-HSA-1236382,R-HSA-1250196:R-HSA-1250196,R-HSA-1250347:R-HSA-1250347,R-HSA-1433557:R-HSA-1433557,R-HSA-167044:R-HSA-167044,R-HSA-171007:R-HSA-171007,R-HSA-179812:R-HSA-179812,R-HSA-180336:R-HSA-180336,R-HSA-186763:R-HSA-186763,R-HSA-1963640:R-HSA-1963640,R-HSA-210993:R-HSA-210993,R-HSA-2179392:R-HSA-2179392,R-HSA-2424491:R-HSA-2424491,R-HSA-2428933:R-HSA-2428933,R-HSA-2871796:R-HSA-2871796,R-HSA-375165:R-HSA-375165,R-HSA-5218921:R-HSA-5218921,R-HSA-5621575:R-HSA-5621575,R-HSA-5637810:R-HSA-5637810,R-HSA-5654688:R-HSA-5654688,R-HSA-5654693:R-HSA-5654693,R-HSA-5654699:R-HSA-5654699,R-HSA-5654700:R-HSA-5654700,R-HSA-5654704:R-HSA-5654704,R-HSA-5654706:R-HSA-5654706,R-HSA-5654712:R-HSA-5654712,R-HSA-5654719:R-HSA-5654719,R-HSA-5655253:R-HSA-5655253,R-HSA-5655291:R-HSA-5655291,R-HSA-5655302:R-HSA-5655302,R-HSA-5658442:R-HSA-5658442,R-HSA-5673000:R-HSA-5673000,R-HSA-5673001:R-HSA-5673001,R-HSA-5674135:R-HSA-5674135,R-HSA-5675221:R-HSA-5675221,R-HSA-74751:R-HSA-74751,"
ENSG00000134569,LDL receptor related protein 4(LRP4),Homo sapiens,"R-HSA-3000178:R-HSA-3000178,"
ENSG00000136153,LIM domain 7(LMO7),Homo sapiens,"R-HSA-983168:R-HSA-983168,"
ENSG00000153208,"MER proto-oncogene, tyrosine kinase(MERTK)",Homo sapiens,"R-HSA-202733:R-HSA-202733,"
ENSG00000105976,"MET proto-oncogene, receptor tyrosine kinase(MET)",Homo sapiens,"R-HSA-416550:R-HSA-416550,"
ENSG00000204520,MHC class I polypeptide-related sequence A(MICA),Homo sapiens,"R-HSA-198933:R-HSA-198933,"
ENSG00000129534,MIS18 binding protein 1(MIS18BP1),Homo sapiens,"R-HSA-606279:R-HSA-606279,"
ENSG00000167965,"MTOR associated protein, LST8 homolog(MLST8)",Homo sapiens,"R-HSA-1257604:R-HSA-1257604,R-HSA-1632852:R-HSA-1632852,R-HSA-165159:R-HSA-165159,R-HSA-166208:R-HSA-166208,R-HSA-3371571:R-HSA-3371571,R-HSA-380972:R-HSA-380972,R-HSA-389357:R-HSA-389357,R-HSA-5218920:R-HSA-5218920,R-HSA-5628897:R-HSA-5628897,R-HSA-5674400:R-HSA-5674400,"
ENSG00000108784,N-acetyl-alpha-glucosaminidase(NAGLU),Homo sapiens,"R-HSA-2024096:R-HSA-2024096,R-HSA-2206282:R-HSA-2206282,"
ENSG00000204872,"N-acetyltransferase 8B (putative, gene/pseudogene)(NAT8B)",Homo sapiens,"R-HSA-977225:R-HSA-977225,"
ENSG00000073969,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase(NSF)",Homo sapiens,"R-HSA-204005:R-HSA-204005,R-HSA-416993:R-HSA-416993,R-HSA-6807878:R-HSA-6807878,"
ENSG00000101247,NADH:ubiquinone oxidoreductase complex assembly factor 5(NDUFAF5),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000003509,NADH:ubiquinone oxidoreductase complex assembly factor 7(NDUFAF7),Homo sapiens,"R-HSA-6799198:R-HSA-6799198,"
ENSG00000158864,NADH:ubiquinone oxidoreductase core subunit S2(NDUFS2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000130414,NADH:ubiquinone oxidoreductase subunit A10(NDUFA10),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000139180,NADH:ubiquinone oxidoreductase subunit A9(NDUFA9),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000255339,NADH:ubiquinone oxidoreductase subunit B8(NDUFB8),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000151366,NADH:ubiquinone oxidoreductase subunit C2(NDUFC2),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000168653,NADH:ubiquinone oxidoreductase subunit S5(NDUFS5),Homo sapiens,"R-HSA-611105:R-HSA-611105,R-HSA-6799198:R-HSA-6799198,"
ENSG00000213672,NCK interacting protein with SH3 domain(NCKIPSD),Homo sapiens,"R-HSA-2029482:R-HSA-2029482,R-HSA-5663213:R-HSA-5663213,"
ENSG00000187566,NHL repeat containing E3 ubiquitin protein ligase 1(NHLRC1),Homo sapiens,"R-HSA-3322077:R-HSA-3322077,R-HSA-3785653:R-HSA-3785653,"
ENSG00000163293,NIPA like domain containing 1(NIPAL1),Homo sapiens,"R-HSA-5223345:R-HSA-5223345,"
ENSG00000104361,NIPA like domain containing 2(NIPAL2),Homo sapiens,"R-HSA-5223345:R-HSA-5223345,"
ENSG00000125820,NK2 homeobox 2(NKX2-2),Homo sapiens,"R-HSA-210745:R-HSA-210745,R-HSA-210746:R-HSA-210746,"
ENSG00000162711,NLR family pyrin domain containing 3(NLRP3),Homo sapiens,"R-HSA-844456:R-HSA-844456,"
ENSG00000153406,NmrA like redox sensor 1(NMRAL1),Homo sapiens,"R-HSA-70635:R-HSA-70635,"
ENSG00000170430,O-6-methylguanine-DNA methyltransferase(MGMT),Homo sapiens,"R-HSA-5657655:R-HSA-5657655,"
ENSG00000138430,Obg like ATPase 1(OLA1),Homo sapiens,"R-HSA-114608:R-HSA-114608,"
ENSG00000165494,PCF11 cleavage and polyadenylation factor subunit(PCF11),Homo sapiens,"R-HSA-109688:R-HSA-109688,R-HSA-72163:R-HSA-72163,R-HSA-72187:R-HSA-72187,R-HSA-77595:R-HSA-77595,"
ENSG00000120509,PDZ domain containing 11(PDZD11),Homo sapiens,"R-HSA-196780:R-HSA-196780,R-HSA-199220:R-HSA-199220,R-HSA-425397:R-HSA-425397,R-HSA-936837:R-HSA-936837,"
ENSG00000040199,PH domain and leucine rich repeat protein phosphatase 2(PHLPP2),Homo sapiens,"R-HSA-199418:R-HSA-199418,"
ENSG00000122512,"PMS1 homolog 2, mismatch repair system component(PMS2)",Homo sapiens,"R-HSA-5358565:R-HSA-5358565,R-HSA-5358606:R-HSA-5358606,"
